-2.163200000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
-2.163000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
-2.162800000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
-2.162600000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
-2.162400000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
-2.162200000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
-2.162000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
-2.161800000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
-2.161600000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
-2.161400000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
-2.161200000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
-2.161000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
-2.160800000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
-2.160600000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
-2.160400000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
-2.160200000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
-2.160000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
-2.159800000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
-2.159600000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
-2.159400000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
-2.159200000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
-2.159000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
-2.158800000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
-2.158600000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
-2.158400000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
-2.158200000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
-2.158000000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
-2.157800000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
-2.157600000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
-2.157400000000e-06	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
